title,rating,date,body,helpfulVotes,review_type,reviewText_clean,sentiment
"3.0 out of 5 stars







  
  
    Hp Laptop 14 -fq0070nr",3.0,"Reviewed in the United States on April 15, 2022",what I don't like is there are no set up instruction,1,critical,what I don't like is there are no set up instruction,0
"1.0 out of 5 stars







  
  
    Waste of money",1.0,"Reviewed in the United States on May 20, 2023","I’ve had this laptop for 4 months. Already I’ve had to take it into the shop twice. The first time, it wouldn’t turn on. The second, it wouldn’t even register that it could connect to Wi-Fi. I have to use a laptop everyday for my job. I have a good bag that’s ment for laptops. Don’t waste you’re money on this because it’s not worth it at all.",1,critical,"I’ve had this laptop for 4 months. Already I’ve had to take it into the shop twice. The first time, it wouldn’t turn on. The second, it wouldn’t even register that it could connect to Wi-Fi. I have to use a laptop everyday for my job. I have a good bag that’s ment for laptops. Don’t waste you’re money on this because it’s not worth it at all.",0
"1.0 out of 5 stars







  
  
    False Advertisment.",1.0,"Reviewed in the United States on February 2, 2022","The features describe this as having the Windows10 OS installed. But mine has windows 11 right out of the box, and i am unable to roll it back to 10.Windows 11 is an atrocious, dangerous pile of buggy garbage, and it has destroyed my previous laptop that this is replacing. I am very disgusted by this, as this laptop has already crashed within 30 minutes of use out of box.Plus. I can not get through to amazon customer service, only that useless, meaningless AI.Be very careful with this purchase.",2,critical,"The features describe this as having the Windows10 OS installed. But mine has windows 11 right out of the box, and i am unable to roll it back to 10.Windows 11 is an atrocious, dangerous pile of buggy garbage, and it has destroyed my previous laptop that this is replacing. I am very disgusted by this, as this laptop has already crashed within 30 minutes of use out of box.Plus. I can not get through to amazon customer service, only that useless, meaningless AI.Be very careful with this purchase.",0
"1.0 out of 5 stars







  
  
    Slow",1.0,"Reviewed in the United States on October 2, 2023","I am genuinely amazed this computer has such a high rating. This computer is incredibly slow, even after I cleaned it and deleted all the software I installed. It was slow as soon as I turned it on, and nothing I did could fix it. Absolutely terrible",1,critical,"I am genuinely amazed this computer has such a high rating. This computer is incredibly slow, even after I cleaned it and deleted all the software I installed. It was slow as soon as I turned it on, and nothing I did could fix it. Absolutely terrible",0
"2.0 out of 5 stars







  
  
    Look for another laptop",2.0,"Reviewed in the United States on February 16, 2021",Product is horrible. Screen display is not very clear. It runs very slow even if I’m connected to my high speed internet. When scrolling to the bottom of the page and having to click next or continue you have to click the touch pad numerous times. I have had other hp laptops and never had this problem.,7,critical,Product is horrible. Screen display is not very clear. It runs very slow even if I’m connected to my high speed internet. When scrolling to the bottom of the page and having to click next or continue you have to click the touch pad numerous times. I have had other hp laptops and never had this problem.,0
"1.0 out of 5 stars







  
  
    NOT TOUCHSCREEN AS I ORDERED STOPPED POWERING ON AFTER 2 MONTHS",1.0,"Reviewed in the United States on June 11, 2021",I brought touch screen and didn't get a touchscreen laptop when I checked and since I realized that the screen stopped working a few days ago and I'm pretty sure I had this less than 4 months. I would give no stars I'd I could and I hope the seller sees this because they are selling lies ... how the box says touchscreen but I checked and it's not and checked how to check and it definitely was not after checking... It just randomly stopped working Monday. I am so disappointed with this.,6,critical,I brought touch screen and didn't get a touchscreen laptop when I checked and since I realized that the screen stopped working a few days ago and I'm pretty sure I had this less than 4 months. I would give no stars I'd I could and I hope the seller sees this because they are selling lies ... how the box says touchscreen but I checked and it's not and checked how to check and it definitely was not after checking... It just randomly stopped working Monday. I am so disappointed with this.,0
"1.0 out of 5 stars







  
  
    Felt like I was back in 2006",1.0,"Reviewed in the United States on February 12, 2023",This is probably the slowest laptop I’ve used in a year … after 2 hours of testing I just nopped out and packed it back.P.S you can’t install any programs on it apart from Microsoft Window apps - isn’t that great now? lolPlease don’t buy this dinosaur packed into a shiny new case,1,critical,This is probably the slowest laptop I’ve used in a year … after 2 hours of testing I just nopped out and packed it back.P.S you can’t install any programs on it apart from Microsoft Window apps - isn’t that great now? lolPlease don’t buy this dinosaur packed into a shiny new case,0
"1.0 out of 5 stars







  
  
    NOT 2.6 Ghz!!! Really 1.6Ghz.",1.0,"Reviewed in the United States on January 28, 2022","It's OK for what I want, but it's advertised as 2.6 Ghz and is really 1.6. Also, I've seen reviews mentioning backlit keyboard, it isn't. Don't really care about that. Sometimes when people post in reviews, they're not talking about the same product. I applied for a return, but might keep it as all I use it for is recording music via Audacity.",1,critical,"It's OK for what I want, but it's advertised as 2.6 Ghz and is really 1.6. Also, I've seen reviews mentioning backlit keyboard, it isn't. Don't really care about that. Sometimes when people post in reviews, they're not talking about the same product. I applied for a return, but might keep it as all I use it for is recording music via Audacity.",0
"2.0 out of 5 stars







  
  
    windows 11, not 10",2.0,"Reviewed in the United States on February 17, 2022","it has windows 11, not windows 10 as advertised.S-mode is terrible, and feels like a ploy to avoid future problems more than an actual protectionthe touch screen is nice (so far, I do hope it lasts)",1,critical,"it has windows 11, not windows 10 as advertised.S-mode is terrible, and feels like a ploy to avoid future problems more than an actual protectionthe touch screen is nice (so far, I do hope it lasts)",0
"1.0 out of 5 stars







  
  
    Do Not Worth It",1.0,"Reviewed in the United States on November 11, 2021","Just give me a favor? Do not buy this one. The size is good, also good weights and great color... but very slow system.  do not kwon what is going on with this one, but this was my first disappointment with HP. Took forever to set up this computer , I mean,  hours, not kidding. I'm really ashamed of this product... very slow...",1,critical,"Just give me a favor? Do not buy this one. The size is good, also good weights and great color... but very slow system. do not kwon what is going on with this one, but this was my first disappointment with HP. Took forever to set up this computer , I mean, hours, not kidding. I'm really ashamed of this product... very slow...",0
"1.0 out of 5 stars







  
  
    Horrible Purchase",1.0,"Reviewed in the United States on November 5, 2022",I added my antivirus subscription as I do to all my electronics and this the ONLY one that gave me issues and shut the computer completely down and will not allow me to use it. This computer is essentially trash. Don’t waste your time or money.,0,critical,I added my antivirus subscription as I do to all my electronics and this the ONLY one that gave me issues and shut the computer completely down and will not allow me to use it. This computer is essentially trash. Don’t waste your time or money.,0
"1.0 out of 5 stars







  
  
    HTURIEIIURFTJERKEDKL",1.0,"Reviewed in the United States on February 23, 2024",After two years the laptop quit working apile of JUNK. IWILL NOT BUY ANOTHER HP.........,0,critical,After two years the laptop quit working apile of JUNK. IWILL NOT BUY ANOTHER HP.........,0
"2.0 out of 5 stars







  
  
    Ok...",2.0,"Reviewed in the United States on January 9, 2022","It's a laptop, that's literally it, it's good for people who say they want a laptop but will rarely use or need it.",0,critical,"It's a laptop, that's literally it, it's good for people who say they want a laptop but will rarely use or need it.",0
"1.0 out of 5 stars







  
  
    Avoid at all costs",1.0,"Reviewed in the United States on October 28, 2023",Worst computer I've ever owned. Slow operating system that crashes constantly. Graphics and display suck. It randomly shuts down. Makes a great coffee mug holder.,0,critical,Worst computer I've ever owned. Slow operating system that crashes constantly. Graphics and display suck. It randomly shuts down. Makes a great coffee mug holder.,0
"1.0 out of 5 stars







  
  
    HP send me broken laptop and they didnt change it",1.0,"Reviewed in the United States on November 3, 2023",HP send me broken laptop and they didnt change it. I talked them like 10 days and they said there’s nothing we can do,0,critical,HP send me broken laptop and they didnt change it. I talked them like 10 days and they said there’s nothing we can do,0
"1.0 out of 5 stars







  
  
    Not Good",1.0,"Reviewed in the United States on October 2, 2023","Do not purchase this, slow! Wife used only for work emails. Christmas comes a lot quicker than your search!",0,critical,"Do not purchase this, slow! Wife used only for work emails. Christmas comes a lot quicker than your search!",0
"1.0 out of 5 stars







  
  
    Windows files will fill up computer and it won’t work",1.0,"Reviewed in the United States on February 17, 2023",The issue is that Microsoft keeps updating and windows file sizes get larger and large which means you will have as useless computer. This is a scam!,0,critical,The issue is that Microsoft keeps updating and windows file sizes get larger and large which means you will have as useless computer. This is a scam!,0
"1.0 out of 5 stars







  
  
    Comes with virus",1.0,"Reviewed in the United States on April 24, 2021","The laptop stop working in a week 😫 and it came with virus , have to pay to fix it i havent been able to used it after that week of me having it i wouldnt recommend anybody to buy from these people, dont mame the mistake i made",1,critical,"The laptop stop working in a week 😫 and it came with virus , have to pay to fix it i havent been able to used it after that week of me having it i wouldnt recommend anybody to buy from these people, dont mame the mistake i made",0
"1.0 out of 5 stars







  
  
    Not touchscreen",1.0,"Reviewed in the United States on February 23, 2022","I didn’t get what was in the description, I ordered blue touchscreen but got black instead which is not touchscreen. If it was the wrong color and a touchscreen no problem but everything is wrong !  False advertising and that’s not okay",0,critical,"I didn’t get what was in the description, I ordered blue touchscreen but got black instead which is not touchscreen. If it was the wrong color and a touchscreen no problem but everything is wrong ! False advertising and that’s not okay",0
"1.0 out of 5 stars







  
  
    Runs like molasses.",1.0,"Reviewed in the United States on November 17, 2023",Unbelievably slow.  Crashes all the time. Full of glitches. Utter waste of money.,0,critical,Unbelievably slow. Crashes all the time. Full of glitches. Utter waste of money.,0
"1.0 out of 5 stars







  
  
    Don't waste your money.",1.0,"Reviewed in the United States on October 9, 2023","I am constantly getting ""website is not responding"" and I have a hard time seeing the screen.",0,critical,"I am constantly getting ""website is not responding"" and I have a hard time seeing the screen.",0
"1.0 out of 5 stars







  
  
    Slow!!!",1.0,"Reviewed in the United States on February 29, 2024",Very slow computer,0,critical,Very slow computer,0
"1.0 out of 5 stars







  
  
    Garbage",1.0,"Reviewed in the United States on October 20, 2022",Touch pad would get stuck and eventually stopped working altogether. After 7 months of pretty minimal use it decided not to turn on at all.,0,critical,Touch pad would get stuck and eventually stopped working altogether. After 7 months of pretty minimal use it decided not to turn on at all.,0
"1.0 out of 5 stars







  
    Después de un mes se me daño.",1.0,"Reviewed in the United States on December 9, 2023",Después de un mes se me daño no encendía la pantalla.,0,critical,Después de un mes se me daño no encendía la pantalla.,0
"1.0 out of 5 stars







  
  
    Bad experience.",1.0,"Reviewed in the United States on May 27, 2021","The touch screen didn't work properly.  The seller charged for restocking fees because I returned the item, even when it was defective. Amazon also contacted the seller on order to make the return for the reestocking fees but seller never replied back.",0,critical,"The touch screen didn't work properly. The seller charged for restocking fees because I returned the item, even when it was defective. Amazon also contacted the seller on order to make the return for the reestocking fees but seller never replied back.",0
"1.0 out of 5 stars







  
  
    Delivered a Chromebook",1.0,"Reviewed in the United States on February 13, 2022",Windows are still needed out here the description clearly states its a Windows 10 /OS. They delivered a  Chromebook.,1,critical,Windows are still needed out here the description clearly states its a Windows 10 /OS. They delivered a Chromebook.,0
"1.0 out of 5 stars







  
  
    this thing is junk",1.0,"Reviewed in the United States on March 15, 2023",slow and poor performance.  If I could send it back now I would,0,critical,slow and poor performance. If I could send it back now I would,0
"1.0 out of 5 stars







  
  
    TOO SLOW = SLOW PROCESSING",1.0,"Reviewed in the United States on November 13, 2023",EXTREMELY SLOW!!!!!!!,1,critical,EXTREMELY SLOW!!!!!!!,0
"1.0 out of 5 stars







  
  
    I have always had good luck with Hewlett Packard and that is why I purchased this product",1.0,"Reviewed in the United States on July 31, 2022",I have always used Hewlett Packard laptops and that is why I purchased this product.,0,critical,I have always used Hewlett Packard laptops and that is why I purchased this product.,0
"1.0 out of 5 stars







  
  
    Unsatisfied customer",1.0,"Reviewed in the United States on March 26, 2022",This computer comes with  microsoftProgram. I never received the product key still having a problem getting the product key from third party.,1,critical,This computer comes with microsoftProgram. I never received the product key still having a problem getting the product key from third party.,0
"1.0 out of 5 stars







  
  
    Antonline sucks",1.0,"Reviewed in the United States on March 25, 2021",Antonline charged a $56.00 restocking fee. This laptop is slow as heck. Order an acer aspire 5 or any other laptop with an SSD. Antonline is terrible.,1,critical,Antonline charged a $56.00 restocking fee. This laptop is slow as heck. Order an acer aspire 5 or any other laptop with an SSD. Antonline is terrible.,0
"1.0 out of 5 stars







  
  
    Not a good laptop",1.0,"Reviewed in the United States on December 31, 2021",Poor quality. Poor sound.  Poor everything.  Buy something different,0,critical,Poor quality. Poor sound. Poor everything. Buy something different,0
"1.0 out of 5 stars







  
  
    ONLY 3 GB not 4 GB like it states see picture",1.0,"Reviewed in the United States on March 6, 2021",Inaccurate description- claims to be 4gb of ram but I just received my new laptop & its 3 gb. See picture. Bulky laptop as well.,12,critical,Inaccurate description- claims to be 4gb of ram but I just received my new laptop & its 3 gb. See picture. Bulky laptop as well.,0
"1.0 out of 5 stars







  
  
    Bad laptop",1.0,"Reviewed in the United States on March 12, 2022",Very slow laptop and shutdown,0,critical,Very slow laptop and shutdown,0
"1.0 out of 5 stars







  
  
    Like what",1.0,"Reviewed in the United States on June 9, 2021",This is an awesome computer but like what the he'll only 65 GB of storage no its terrible beware,0,critical,This is an awesome computer but like what the he'll only 65 GB of storage no its terrible beware,0
"1.0 out of 5 stars







  
  
    Lies lies and more lies",1.0,"Reviewed in the United States on February 3, 2022",Not very good going to return,0,critical,Not very good going to return,0
"1.0 out of 5 stars







  
  
    It won’t stay powered up unless it plugged in. And sometimes not even then.",1.0,"Reviewed in the United States on February 27, 2022",Do not buy this,0,critical,Do not buy this,0
"1.0 out of 5 stars







  
  
    Won't charge, crashed, laptop itself power part is not work.",1.0,"Reviewed in the United States on May 21, 2022","The media could not be loaded.
                
            
                
            
            
        
    
    








  
  
    Everything is not work",2,critical,The media could not be loaded. Everything is not work,0
"1.0 out of 5 stars







  
  
    item does not work.",1.0,"Reviewed in the United States on March 17, 2021",i’ve tried to power on countless amount of times and it will not turn on.,0,critical,i’ve tried to power on countless amount of times and it will not turn on.,0
"1.0 out of 5 stars







  
  
    Slower than my grandmother......",1.0,"Reviewed in the United States on November 28, 2021",Slower than my grandmother..........,0,critical,Slower than my grandmother..........,0
"1.0 out of 5 stars







  
    EL AUDIO.",1.0,"Reviewed in the United States on October 23, 2021","Mala calidad del audio,,Pèsimo.",0,critical,"Mala calidad del audio,,Pèsimo.",0
"1.0 out of 5 stars







  
  
    Keeps dropping internet",1.0,"Reviewed in the United States on February 13, 2022",Keeps dropping internet. Not good quality,3,critical,Keeps dropping internet. Not good quality,0
"1.0 out of 5 stars







  
  
    HORRID ABSOLUTELY NOT",1.0,"Reviewed in the United States on November 4, 2023","I have not had this laptop a whole 24hrs. I spent so much time trying to find the right laptop  for me to work remotely. With the specs on this I thought it might work.... HOW WRONG I WAS! This laptop is EXTREMELY slow. It take a while for the application to boot, its like watching paint dry and trust that would be faster than this laptop. I constantly get the error ""This page is unresponsive"", it would not recognize my TV to allow me to mirror/cast. I was doing simple things like browsing amazon, or checking my yahoo or gmail emails I did not have multiple applications or browsers open and that took 5-7 minutes each to access.  It it was so frustrating so I know with the multiple browsers and applications I need for work I would be able eligible to retire by the time I get anything done.",0,critical,"I have not had this laptop a whole 24hrs. I spent so much time trying to find the right laptop for me to work remotely. With the specs on this I thought it might work.... HOW WRONG I WAS! This laptop is EXTREMELY slow. It take a while for the application to boot, its like watching paint dry and trust that would be faster than this laptop. I constantly get the error ""This page is unresponsive"", it would not recognize my TV to allow me to mirror/cast. I was doing simple things like browsing amazon, or checking my yahoo or gmail emails I did not have multiple applications or browsers open and that took 5-7 minutes each to access. It it was so frustrating so I know with the multiple browsers and applications I need for work I would be able eligible to retire by the time I get anything done.",0
Falscher Ladekabel USA versus Deutschland,,"Reviewed in Germany on May 4, 2021","Kaufte dieses Notebook ueber Amazon Deutschland!! Bei Lieferung erhielt ich  ein notebook mit USA Ladekabel, keine deutsches!!Was soll das!?!Sehr enttäuscht!!irgendeine Idee wie man das beheben kann ( da ich versuche es zu behalten)? ansonsten zurückschicken!!!g",0,critical,"Kaufte dieses Notebook ueber Amazon Deutschland!! Bei Lieferung erhielt ich ein notebook mit USA Ladekabel, keine deutsches!!Was soll das!?!Sehr enttäuscht!!irgendeine Idee wie man das beheben kann ( da ich versuche es zu behalten)? ansonsten zurückschicken!!!g",0
Englische Tastatur nicht bestellen,,"Reviewed in Germany on May 12, 2021","In der Produktbeschreibung steht keine Wort, dass es ein US Produkt ist mit englischer Tastatur und Stecker. Waurm wird so ein Produkt in Deutschland verkauft.",0,critical,"In der Produktbeschreibung steht keine Wort, dass es ein US Produkt ist mit englischer Tastatur und Stecker. Waurm wird so ein Produkt in Deutschland verkauft.",0
"Ridiculously slow, always a problem to load .it's been a nightmare",,"Reviewed in Canada on March 23, 2023","I dislike everything about it, it takes forever to load up, sometimes it starts flashing .so slow to respond. Hard to get rid of ads. Keys unsresponsive, it's terrible. I have written to company, they never responded.",1,critical,"I dislike everything about it, it takes forever to load up, sometimes it starts flashing .so slow to respond. Hard to get rid of ads. Keys unsresponsive, it's terrible. I have written to company, they never responded.",0
"5.0 out of 5 stars







  
  
    Worth every penny",5.0,"Reviewed in the United States on May 30, 2022",Just what I wanted. Not heavy. Good battery. And love the touchscreen.,1,all,Just what I wanted. Not heavy. Good battery. And love the touchscreen.,1
"5.0 out of 5 stars







  
  
    Delivered on time, laptop was slim and light weight.",5.0,"Reviewed in the United States on August 10, 2021",Battery lasts so long was beyond surprised,1,all,Battery lasts so long was beyond surprised,1
"4.0 out of 5 stars







  
  
    Piece of junk",4.0,"Reviewed in the United States on May 1, 2021",Used 2x and screen quit working,0,all,Used 2x and screen quit working,1
"5.0 out of 5 stars







  
  
    Price is very affordable",5.0,"Reviewed in the United States on December 23, 2022",For the price ($119) it's a no brainier. I got it used but it came in excellent condition and I upgraded its ram from 4GB to 8GB. It's a great laptop with a powerful enough CPU (AMD 3020e) and the touchscreen is very responsive.,0,all,For the price ($119) it's a no brainier. I got it used but it came in excellent condition and I upgraded its ram from 4GB to 8GB. It's a great laptop with a powerful enough CPU (AMD 3020e) and the touchscreen is very responsive.,1
"5.0 out of 5 stars







  
  
    Great Value. Just buy it",5.0,"Reviewed in the United States on October 30, 2021",Great value. I bought it for my 12 y/o. There are no issues at this price.,0,all,Great value. I bought it for my 12 y/o. There are no issues at this price.,1
"5.0 out of 5 stars







  
  
    Its a Win",5.0,"Reviewed in the United States on January 31, 2024","Mother desperately needed a new laptop  as my great-nephew broke hers thinking it would fold backwards. Needless to say, I came to the rescue since mom likes to keep her business files on her computer. She loves it and loved the color option selected. Pops said he needs a new computer too.",1,all,"Mother desperately needed a new laptop as my great-nephew broke hers thinking it would fold backwards. Needless to say, I came to the rescue since mom likes to keep her business files on her computer. She loves it and loved the color option selected. Pops said he needs a new computer too.",1
"5.0 out of 5 stars







  
  
    Good Product",5.0,"Reviewed in the United States on November 3, 2023",The product is just what I expected. Thanks!,0,all,The product is just what I expected. Thanks!,1
"5.0 out of 5 stars







  
  
    Worth every penny",5.0,"Reviewed in the United States on May 30, 2022",Just what I wanted. Not heavy. Good battery. And love the touchscreen.,1,all,Just what I wanted. Not heavy. Good battery. And love the touchscreen.,1
"5.0 out of 5 stars







  
  
    Works great",5.0,"Reviewed in the United States on March 17, 2021",Just as described. Works greats!,0,all,Just as described. Works greats!,1
"5.0 out of 5 stars







  
  
    Excelent notebook for office and networking!",5.0,"Reviewed in the United States on May 10, 2023","Ideal laptop for office work, It came windows 11 installed and free office 365. Long battery life, you can watch hours of youtube videos.",0,all,"Ideal laptop for office work, It came windows 11 installed and free office 365. Long battery life, you can watch hours of youtube videos.",1
"4.0 out of 5 stars







  
  
    Works well",4.0,"Reviewed in the United States on November 3, 2021",I hate windows 11 chose to opt out of that and no problems,0,all,I hate windows 11 chose to opt out of that and no problems,1
"5.0 out of 5 stars







  
  
    Nice little compter",5.0,"Reviewed in the United States on April 6, 2024",Works Well for What I needed it for.,0,all,Works Well for What I needed it for.,1
"5.0 out of 5 stars







  
  
    Nice little compter",5.0,"Reviewed in the United States on April 6, 2024",Works Well for What I needed it for.,0,all,Works Well for What I needed it for.,1
"5.0 out of 5 stars







  
  
    It met a need. I should be happy",5.0,"Reviewed in the United States on May 17, 2022",Just got this evening. It auto update put on 11. I wasnt happy about that. Not a change kinda person. Loaded quick easy to use. Guess for an hour in im happy,1,all,Just got this evening. It auto update put on 11. I wasnt happy about that. Not a change kinda person. Loaded quick easy to use. Guess for an hour in im happy,1
"5.0 out of 5 stars







  
  
    Customer satisfaction",5.0,"Reviewed in the United States on May 17, 2022",Customer satisfaction,1,all,Customer satisfaction,1
"5.0 out of 5 stars







  
  
    This laptop does not have numbers on the right side",5.0,"Reviewed in the United States on June 2, 2022",The only setback I found is no numbers on the right side of the laptop,3,all,The only setback I found is no numbers on the right side of the laptop,1
"5.0 out of 5 stars







  
  
    Great value for web browsing, etc.",5.0,"Reviewed in the United States on February 4, 2022","Perfect for email, e-shopping, Google, etc. Light weight, good battery life, nice touch screen",2,all,"Perfect for email, e-shopping, Google, etc. Light weight, good battery life, nice touch screen",1
"5.0 out of 5 stars







  
  
    It met a need. I should be happy",5.0,"Reviewed in the United States on May 17, 2022",Just got this evening. It auto update put on 11. I wasnt happy about that. Not a change kinda person. Loaded quick easy to use. Guess for an hour in im happy,1,all,Just got this evening. It auto update put on 11. I wasnt happy about that. Not a change kinda person. Loaded quick easy to use. Guess for an hour in im happy,1
"5.0 out of 5 stars







  
  
    Warehouse Deal",5.0,"Reviewed in the United States on October 28, 2024",Nice big screen. been working perfectly.,0,all,Nice big screen. been working perfectly.,1
"5.0 out of 5 stars







  
  
    HP+Microsoft Extremely Great Deal!",5.0,"Reviewed in the United States on April 29, 2021","This was a gift for a young friend, in his favorite color. It was the right size whiegh. Its features are great (touch screen, etc). What totally brought together all the best of this HP laptop, was that it came with a year's subscription for Microdoft365. Bammmm!!! Made a good deal GREAT.",5,all,"This was a gift for a young friend, in his favorite color. It was the right size whiegh. Its features are great (touch screen, etc). What totally brought together all the best of this HP laptop, was that it came with a year's subscription for Microdoft365. Bammmm!!! Made a good deal GREAT.",1
"5.0 out of 5 stars







  
  
    Customer satisfaction",5.0,"Reviewed in the United States on May 17, 2022",Customer satisfaction,1,all,Customer satisfaction,1
"5.0 out of 5 stars







  
  
    Great product!",5.0,"Reviewed in the United States on December 4, 2024",Love it and reasonably priced!,0,all,Love it and reasonably priced!,1
"5.0 out of 5 stars







  
  
    It met a need. I should be happy",5.0,"Reviewed in the United States on May 17, 2022",Just got this evening. It auto update put on 11. I wasnt happy about that. Not a change kinda person. Loaded quick easy to use. Guess for an hour in im happy,1,all,Just got this evening. It auto update put on 11. I wasnt happy about that. Not a change kinda person. Loaded quick easy to use. Guess for an hour in im happy,1
"5.0 out of 5 stars







  
  
    Love it!",5.0,"Reviewed in the United States on September 18, 2021","I’m satisfied with this laptop. It’s the perfect size, lightweight, and long battery life!",0,all,"I’m satisfied with this laptop. It’s the perfect size, lightweight, and long battery life!",1
"4.0 out of 5 stars







  
  
    Bien",4.0,"Reviewed in the United States on May 13, 2021",Buena laptop.me gusto.,0,all,Buena laptop.me gusto.,1
"5.0 out of 5 stars







  
  
    This was a awesome buy",5.0,"Reviewed in the United States on May 28, 2022",I purchased this for my son and he loved the lightweight frame for school,1,all,I purchased this for my son and he loved the lightweight frame for school,1
"5.0 out of 5 stars







  
  
    Great product!",5.0,"Reviewed in the United States on December 4, 2024",Love it and reasonably priced!,0,all,Love it and reasonably priced!,1
"5.0 out of 5 stars







  
  
    Good Product",5.0,"Reviewed in the United States on November 3, 2023",The product is just what I expected. Thanks!,0,all,The product is just what I expected. Thanks!,1
"5.0 out of 5 stars







  
  
    Old School Friendly",5.0,"Reviewed in the United States on May 18, 2022","Very Easy to use, Old School people, you will be pleased with the purchase of this laptop",3,all,"Very Easy to use, Old School people, you will be pleased with the purchase of this laptop",1
"4.0 out of 5 stars







  
  
    Pretty average",4.0,"Reviewed in the United States on July 18, 2022",Works pretty well. Graphics not spectacular but ok as long as you don't push it with a game it is fine.For the money it is a good value.,3,all,Works pretty well. Graphics not spectacular but ok as long as you don't push it with a game it is fine.For the money it is a good value.,1
"5.0 out of 5 stars







  
  
    Works great",5.0,"Reviewed in the United States on March 17, 2021",Just as described. Works greats!,0,all,Just as described. Works greats!,1
"5.0 out of 5 stars







  
  
    HP+Microsoft Extremely Great Deal!",5.0,"Reviewed in the United States on April 29, 2021","This was a gift for a young friend, in his favorite color. It was the right size whiegh. Its features are great (touch screen, etc). What totally brought together all the best of this HP laptop, was that it came with a year's subscription for Microdoft365. Bammmm!!! Made a good deal GREAT.",5,all,"This was a gift for a young friend, in his favorite color. It was the right size whiegh. Its features are great (touch screen, etc). What totally brought together all the best of this HP laptop, was that it came with a year's subscription for Microdoft365. Bammmm!!! Made a good deal GREAT.",1
"5.0 out of 5 stars







  
  
    Love it!",5.0,"Reviewed in the United States on September 18, 2021","I’m satisfied with this laptop. It’s the perfect size, lightweight, and long battery life!",0,all,"I’m satisfied with this laptop. It’s the perfect size, lightweight, and long battery life!",1
"4.0 out of 5 stars







  
  
    Lightweight easy to use",4.0,"Reviewed in the United States on April 12, 2021",Love my new laptop needed it for school it's lightweight and easy to use,0,all,Love my new laptop needed it for school it's lightweight and easy to use,1
"5.0 out of 5 stars







  
  
    Works great!",5.0,"Reviewed in the United States on May 11, 2022",No complaints. Works great.,0,all,No complaints. Works great.,1
"5.0 out of 5 stars







  
  
    Most affordable laptop I've come across!",5.0,"Reviewed in the United States on December 13, 2021",For the performance you'll get you can't beat the price. If you're looking for a gaming laptop you might want to keep looking. I'll keep you guys posted if it's good for gaming.,4,all,For the performance you'll get you can't beat the price. If you're looking for a gaming laptop you might want to keep looking. I'll keep you guys posted if it's good for gaming.,1
"5.0 out of 5 stars







  
  
    Great buy",5.0,"Reviewed in the United States on March 6, 2021","Great product, love the color!",2,all,"Great product, love the color!",1
"5.0 out of 5 stars







  
  
    Pack it and go!!",5.0,"Reviewed in the United States on February 19, 2021","Real pleased for what I need it for, just everyday use. Easy to take on airplane and lightweight. Love the color!",7,all,"Real pleased for what I need it for, just everyday use. Easy to take on airplane and lightweight. Love the color!",1
"5.0 out of 5 stars







  
  
    works well",5.0,"Reviewed in the United States on November 25, 2021","I'm not a pc person, but need this for a specific program. It is a lot easier to use than pcs of the past, because it is more like a mac! HaHa",3,all,"I'm not a pc person, but need this for a specific program. It is a lot easier to use than pcs of the past, because it is more like a mac! HaHa",1
"4.0 out of 5 stars







  
  
    Windows 10 is awful!",4.0,"Reviewed in the United States on March 22, 2022","The laptop itself is great, but Windows 10 is awful! Spend wasted time closing the Edge browser that continually pops up. Should have gone with a Google chrome book!",2,all,"The laptop itself is great, but Windows 10 is awful! Spend wasted time closing the Edge browser that continually pops up. Should have gone with a Google chrome book!",1
"5.0 out of 5 stars







  
  
    Price is very affordable",5.0,"Reviewed in the United States on December 23, 2022",For the price ($119) it's a no brainier. I got it used but it came in excellent condition and I upgraded its ram from 4GB to 8GB. It's a great laptop with a powerful enough CPU (AMD 3020e) and the touchscreen is very responsive.,0,all,For the price ($119) it's a no brainier. I got it used but it came in excellent condition and I upgraded its ram from 4GB to 8GB. It's a great laptop with a powerful enough CPU (AMD 3020e) and the touchscreen is very responsive.,1
"5.0 out of 5 stars







  
  
    Excellent for school, work, social media",5.0,"Reviewed in the United States on June 13, 2021",I love the option of the touch screen and voice command typing for projects.,0,all,I love the option of the touch screen and voice command typing for projects.,1
"5.0 out of 5 stars







  
  
    good laptop",5.0,"Reviewed in the United States on November 13, 2021",every thing works great good lap top,0,all,every thing works great good lap top,1
"5.0 out of 5 stars







  
  
    Love it!",5.0,"Reviewed in the United States on September 18, 2021","I’m satisfied with this laptop. It’s the perfect size, lightweight, and long battery life!",0,all,"I’m satisfied with this laptop. It’s the perfect size, lightweight, and long battery life!",1
"5.0 out of 5 stars







  
  
    The important thing is the laptop talk and setting up",5.0,"Reviewed in the United States on October 30, 2021",I liked the all things,4,all,I liked the all things,1
"5.0 out of 5 stars







  
  
    Delivered on time, laptop was slim and light weight.",5.0,"Reviewed in the United States on August 10, 2021",Battery lasts so long was beyond surprised,1,all,Battery lasts so long was beyond surprised,1
"5.0 out of 5 stars







  
  
    Wonderful",5.0,"Reviewed in the United States on April 10, 2021",Easy when using multiple screens,0,all,Easy when using multiple screens,1
"5.0 out of 5 stars







  
  
    Warehouse Deal",5.0,"Reviewed in the United States on October 28, 2024",Nice big screen. been working perfectly.,0,all,Nice big screen. been working perfectly.,1
